Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
Rosman Habibi,"Jl. Raya Ujungberung No. 6, Tual, Kepulauan Riau 75497",(0563) 031-4916,Zakat Fitrah,440340.28,2024-07-14
Ana Pratama,"Gang Asia Afrika No. 318, Banda Aceh, PB 74694",+62-0373-237-8306,Zakat Penghasilan,476990.93,2025-02-06
Tantri Pudjiastuti,"Gg. Raya Setiabudhi No. 895, Bandar Lampung, Jawa Tengah 32272",080 444 1905,Zakat Fitrah,637339.53,2024-03-08
"dr. Asmuni Nasyidah, S.I.Kom","Jalan Dipenogoro No. 69, Palu, Sumatera Utara 29266",+62 (063) 973 4455,Zakat Mal,777846.25,2024-07-16
Jamalia Simanjuntak,"Jl. Cikapayang No. 830, Blitar, Bali 93455",+62-0692-949-5980,Zakat Perdagangan,452853.95,2023-09-04
Janet Saputra,"Jl. Moch. Toha No. 9, Kota Administrasi Jakarta Barat, JI 97501",082 528 0695,Zakat Fitrah,866079.08,2023-11-17
Sadina Uyainah,"Jl. M.T Haryono No. 94, Pematangsiantar, Bengkulu 73957",+62 (528) 446-2394,Zakat Perdagangan,816654.02,2024-02-14
Kamaria Mandala,"Gg. Cempaka No. 897, Samarinda, Sulawesi Barat 30387",(0823) 309 9069,Zakat Pertanian,898357.18,2023-08-10
R. Jelita Pradana,"Gang HOS. Cokroaminoto No. 295, Dumai, JK 53512",+62-078-493-2130,Zakat Fitrah,357543.82,2023-06-17
Puti Farah Rahayu,"Gang Pasteur No. 93, Cimahi, Jawa Timur 81319",+62-060-654-7083,Zakat Emas/Perak,578382.57,2024-10-24
R. Hani Aryani,"Gg. Jend. A. Yani No. 3, Cimahi, ST 00165",+62 (22) 901-3803,Zakat Fitrah,634322.22,2024-03-28
R. Zulaikha Kuswoyo,"Jl. Ciumbuleuit No. 097, Pekanbaru, BE 06288",+62-0477-053-2546,Zakat Fitrah,383017.05,2024-06-08
"Dalima Wijayanti, S.Psi","Jalan Moch. Toha No. 874, Cimahi, BT 36098",+62 (041) 115 8129,Zakat Mal,557315.44,2024-03-23
"Nrima Firgantoro, M.Farm","Jalan Cihampelas No. 02, Sabang, Jawa Tengah 39337",+62 (136) 294-5330,Zakat Mal,667753.23,2024-09-28
Ir. Titin Nasyidah,"Jl. Stasiun Wonokromo No. 88, Palangkaraya, Sumatera Selatan 27824",0880588064,Zakat Pertanian,519275,2024-09-29
"Zizi Dongoran, S.E.","Gang Dr. Djunjunan No. 138, Gorontalo, ST 88175",+62 (544) 722-8333,Zakat Perdagangan,210962.16,2024-10-18
Asmadi Hidayat,"Gg. Stasiun Wonokromo No. 39, Bekasi, JI 26590",+62-015-669-9019,Zakat Fitrah,302185.79,2024-07-07
"Opung Putra, M.M.","Gang Sukabumi No. 1, Sibolga, DKI Jakarta 10996",+62 (0376) 714 1796,Zakat Penghasilan,943562.19,2025-02-03
Ozy Yulianti,"Gang Asia Afrika No. 8, Pekanbaru, MU 68900",+62 (980) 073-9375,Zakat Perdagangan,142405.24,2024-08-18
Olivia Winarsih,"Jl. Medokan Ayu No. 5, Pematangsiantar, SU 83222",0835037984,Zakat Pertanian,124711.8,2024-04-13
"Dt. Wage Gunawan, M.Kom.","Gg. Moch. Ramdan No. 436, Parepare, AC 14948",(050) 594 3985,Zakat Emas/Perak,479863.37,2024-04-12
Dina Nugroho,"Gg. Tebet Barat Dalam No. 03, Makassar, Kalimantan Tengah 10576",+62 (480) 158 9692,Zakat Perdagangan,364118.77,2025-03-07
Umaya Megantara,"Gang Raya Setiabudhi No. 411, Surakarta, DKI Jakarta 53551",+62-030-754-8415,Zakat Perdagangan,707225.43,2024-10-05
Wani Nuraini,"Jl. Pasir Koja No. 9, Palangkaraya, BE 87744",+62 (475) 574-3068,Zakat Fitrah,443407.98,2023-05-20
Puput Hassanah,"Gang Laswi No. 077, Bitung, SB 47557",+62 (217) 404-5572,Zakat Mal,901831.39,2024-10-25
Aslijan Yuniar,"Jalan Jend. A. Yani No. 2, Kota Administrasi Jakarta Timur, Jawa Barat 45527",+62 (059) 602-7904,Zakat Pertanian,840398.8,2025-01-08
T. Kala Prabowo,"Jalan Yos Sudarso No. 837, Ternate, Sulawesi Barat 43503",+62-033-989-2221,Zakat Perdagangan,361575.42,2024-07-13
Budi Habibi,"Gang Soekarno Hatta No. 9, Serang, SS 53022",+62 (085) 537 3549,Zakat Emas/Perak,345677.1,2023-11-12
Ade Pranowo,"Gang Soekarno Hatta No. 989, Pekanbaru, RI 31562",087 464 6248,Zakat Mal,564636.51,2024-11-22
Cager Mandala,"Jl. Kutisari Selatan No. 7, Banjar, Aceh 20744",+62-0693-658-8619,Zakat Penghasilan,296679.26,2025-01-16
Rangga Pratama,"Gg. Rumah Sakit No. 07, Subulussalam, Nusa Tenggara Barat 38275",+62-0834-514-0064,Zakat Emas/Perak,616170.55,2025-01-16
Mila Situmorang,"Gang Veteran No. 5, Cirebon, Kepulauan Bangka Belitung 55881",+62 (392) 681-1545,Zakat Fitrah,355291.2,2024-05-29
"Michelle Hutapea, S.Pd","Gg. Veteran No. 80, Mataram, Aceh 76867",0846245573,Zakat Fitrah,293246.96,2023-10-30
Paulin Setiawan,"Gg. Tebet Barat Dalam No. 0, Purwokerto, Sumatera Barat 61058",(0994) 194 5395,Zakat Emas/Perak,920161.47,2024-03-08
Ajeng Yuniar,"Jl. Pacuan Kuda No. 837, Denpasar, DI Yogyakarta 19783",+62 (92) 126-8808,Zakat Pertanian,403651.7,2024-10-11
"Zelda Nashiruddin, S.Sos","Jl. K.H. Wahid Hasyim No. 066, Payakumbuh, Maluku 77252",(0703) 567 4158,Zakat Pertanian,980855.67,2024-05-24
"Dina Budiman, M.Kom.","Jalan Erlangga No. 59, Magelang, Kalimantan Barat 46692",+62-018-551-6170,Zakat Perdagangan,490674.8,2023-06-24
Jarwi Saptono,"Jalan Moch. Toha No. 631, Dumai, MA 09358",(098) 320 3579,Zakat Perdagangan,793239.89,2023-05-28
"Azalea Prabowo, S.Pt","Gang Rajiman No. 5, Magelang, Bengkulu 97304",+62 (111) 167 9499,Zakat Penghasilan,986353.57,2025-03-11
Indah Natsir,"Jl. Indragiri No. 4, Ambon, SU 45724",+62-015-527-0072,Zakat Mal,534821.42,2025-04-23
"Daryani Gunawan, S.Pd","Gang K.H. Wahid Hasyim No. 05, Bau-Bau, Kepulauan Bangka Belitung 15777",(0931) 642 2583,Zakat Fitrah,868374.59,2024-05-04
Uli Budiyanto,"Jl. Soekarno Hatta No. 31, Tebingtinggi, JA 88966",(0997) 591 7251,Zakat Mal,710989.55,2024-02-10
R.A. Jessica Purwanti,"Jl. Kapten Muslihat No. 6, Mataram, Papua Barat 21264",0843777459,Zakat Pertanian,343054.03,2024-03-15
"Syahrini Latupono, M.Kom.","Gg. Siliwangi No. 8, Tomohon, Sulawesi Selatan 24593",+62 (94) 526-4762,Zakat Pertanian,836287.75,2024-04-08
"dr. Salsabila Lazuardi, S.Farm","Jalan Cihampelas No. 070, Metro, DI Yogyakarta 75202",+62 (325) 605 7662,Zakat Pertanian,167153.97,2023-07-31
Cut Rahmi Handayani,"Jl. H.J Maemunah No. 7, Dumai, BA 09584",(024) 436-8527,Zakat Perdagangan,978028.53,2024-01-30
"drg. Latika Waskita, S.E.I","Gang Ciumbuleuit No. 618, Bogor, Papua Barat 96615",(088) 819 4103,Zakat Emas/Perak,715918.89,2024-09-19
Dt. Dodo Lestari,"Gg. Raya Setiabudhi No. 192, Kotamobagu, SS 10020",+62-14-663-7895,Zakat Penghasilan,228693.12,2023-07-17
"Dr. Jono Safitri, S.Sos","Gang Suryakencana No. 1, Palu, Kepulauan Bangka Belitung 19889",+62 (472) 195-9914,Zakat Mal,669525.29,2024-09-25
"Jamal Mangunsong, S.T.","Gang Jayawijaya No. 033, Mojokerto, Sulawesi Selatan 26859",+62 (044) 823 4778,Zakat Penghasilan,851884.49,2024-08-02
"R. Luwes Suartini, S.IP","Jalan Bangka Raya No. 57, Pasuruan, Sumatera Utara 49026",+62-45-433-7369,Zakat Penghasilan,340796.37,2024-06-20
"Makuta Siregar, S.Gz","Jl. Raya Setiabudhi No. 006, Metro, KB 23084",084 605 1583,Zakat Perdagangan,374005.02,2023-10-06
"R.A. Pia Tamba, S.Pd","Jalan Laswi No. 4, Surabaya, MA 71314",(0726) 091-0552,Zakat Perdagangan,604745.64,2024-08-28
Mustofa Samosir,"Jl. Kebonjati No. 9, Magelang, Sumatera Utara 80920",+62 (085) 666 9838,Zakat Perdagangan,909824.04,2023-11-20
Prayoga Pratama,"Jl. Jakarta No. 26, Mojokerto, Maluku Utara 65687",+62 (01) 799 9152,Zakat Fitrah,966443.05,2023-10-08
Eka Budiman,"Gang S. Parman No. 580, Pangkalpinang, Jambi 42132",+62 (937) 176 9524,Zakat Mal,157647.7,2023-09-11
"Ir. Raihan Hidayanto, S.Pt","Jalan Veteran No. 642, Palopo, SU 03282",+62 (929) 782-8367,Zakat Penghasilan,888699.19,2023-05-27
Raihan Sitompul,"Jl. Gedebage Selatan No. 82, Pariaman, DI Yogyakarta 58421",+62 (039) 892-5433,Zakat Emas/Perak,249911.15,2023-07-24
Jumari Mandasari,"Gg. Bangka Raya No. 9, Tebingtinggi, BA 86339",(065) 172 1325,Zakat Perdagangan,183059.52,2024-03-10
"Tira Hartati, S.Kom","Gg. Raya Ujungberung No. 732, Mojokerto, Kalimantan Tengah 57291",+62-0319-123-9552,Zakat Perdagangan,127159.18,2024-10-31
Puti Puspa Putra,"Jalan Cihampelas No. 726, Pasuruan, MA 77067",+62 (120) 264-2755,Zakat Pertanian,374307.25,2025-05-03
Dodo Hidayanto,"Gg. Sukabumi No. 5, Singkawang, BB 68565",+62 (267) 568-6168,Zakat Perdagangan,910868.35,2024-03-31
Ozy Mandasari,"Gg. Ciwastra No. 231, Langsa, KR 97726",(0922) 611-3915,Zakat Mal,904158.29,2024-03-19
"Sidiq Widiastuti, M.Ak","Gang Monginsidi No. 7, Ternate, DKI Jakarta 72127",(0824) 010-8596,Zakat Fitrah,936161.04,2023-05-08
Baktianto Lestari,"Jalan Otto Iskandardinata No. 769, Lubuklinggau, JA 46191",+62-44-775-5419,Zakat Pertanian,319535.11,2024-10-13
"Drs. Maida Manullang, M.M.","Jl. Lembong No. 181, Lhokseumawe, Sumatera Utara 46305",+62 (13) 013-9515,Zakat Mal,585091.96,2024-12-18
"Wardi Pangestu, M.Farm","Jl. W.R. Supratman No. 59, Parepare, PB 00288",+62 (070) 297 1474,Zakat Pertanian,705753.66,2025-04-09
Elvina Megantara,"Gang Kutai No. 2, Mojokerto, Banten 48416",0848021936,Zakat Pertanian,626367.16,2024-04-05
Cindy Yuliarti,"Gg. Monginsidi No. 200, Tual, PA 73803",+62 (0086) 002-4111,Zakat Pertanian,159401.54,2023-08-23
"Eluh Ardianto, M.Ak","Gang Raya Ujungberung No. 048, Kota Administrasi Jakarta Pusat, GO 68030",+62 (0262) 806-3623,Zakat Emas/Perak,458450.08,2023-10-04
Artawan Suartini,"Jalan Cikutra Barat No. 608, Payakumbuh, Sulawesi Utara 67821",(088) 318 9744,Zakat Fitrah,79333.34,2024-02-20
R. Ade Hassanah,"Jalan Ronggowarsito No. 055, Dumai, MA 67461",+62-888-867-0887,Zakat Fitrah,53614.31,2023-05-27
Bancar Lailasari,"Jl. Jend. A. Yani No. 480, Manado, MU 23668",(0205) 474-2040,Zakat Perdagangan,848216.94,2024-05-02
Adiarja Permata,"Jalan Kutisari Selatan No. 31, Sukabumi, SG 25116",(067) 242 5160,Zakat Emas/Perak,405122.51,2024-06-11
"Kasiran Wastuti, S.IP","Gg. Yos Sudarso No. 7, Lubuklinggau, KU 21957",(051) 485-1644,Zakat Penghasilan,208752.35,2024-06-18
Warta Wibisono,"Jalan H.J Maemunah No. 991, Bandar Lampung, BT 89177",+62-098-536-3746,Zakat Mal,469993.4,2025-05-04
Uli Haryanto,"Jl. Abdul Muis No. 8, Batam, Kalimantan Selatan 50949",+62-70-012-2101,Zakat Mal,240364.2,2024-06-27
Ibrani Wijaya,"Jl. Peta No. 94, Blitar, JT 54475",(0638) 228 6337,Zakat Mal,133761.51,2023-09-20
Puti Hamima Pratiwi,"Gang Rawamangun No. 83, Kotamobagu, JB 50873",+62 (742) 556 7835,Zakat Pertanian,734762.55,2024-10-18
Soleh Kuswoyo,"Gang Lembong No. 85, Tanjungbalai, NB 04303",+62 (086) 234-2153,Zakat Mal,404677.49,2025-04-14
"Ir. Melinda Haryanto, S.I.Kom","Gg. Erlangga No. 671, Cimahi, KS 49251",+62-135-574-7085,Zakat Penghasilan,229480.4,2024-06-19
Eka Gunarto,"Gg. Dipatiukur No. 7, Sorong, ST 76921",+62 (17) 757-5432,Zakat Fitrah,140894.72,2023-12-05
Pangestu Pratama,"Gang Kutisari Selatan No. 56, Pematangsiantar, Sulawesi Utara 60257",+62 (589) 879 6954,Zakat Penghasilan,269472.31,2024-06-17
Usyi Wibowo,"Jalan Pelajar Pejuang No. 77, Payakumbuh, BE 51581",+62-284-254-5102,Zakat Fitrah,665456.89,2024-12-19
"Reza Prabowo, S.Farm","Gang Rawamangun No. 56, Ternate, KB 42261",+62 (0182) 068-7145,Zakat Pertanian,707083.25,2024-07-08
Tgk. Bakiadi Wulandari,"Jl. Medokan Ayu No. 6, Cilegon, NT 26920",+62-0864-395-0538,Zakat Mal,929540.3,2023-08-19
Warsa Haryanto,"Jl. Sadang Serang No. 26, Pekanbaru, SN 00624",+62-85-081-0756,Zakat Mal,548369.27,2024-11-21
"Cut Puspa Natsir, S.IP","Jl. Kapten Muslihat No. 71, Tangerang, DKI Jakarta 59972",+62-097-561-9881,Zakat Penghasilan,641850.53,2023-09-03
Farhunnisa Siregar,"Gg. Kapten Muslihat No. 7, Bontang, Sulawesi Selatan 21123",088 033 6797,Zakat Mal,512721.09,2023-12-06
"Tgk. Juli Sinaga, S.E.","Gg. Stasiun Wonokromo No. 923, Tegal, SB 24902",089 910 4218,Zakat Perdagangan,762523.63,2023-06-14
"drg. Cakrawala Zulaika, M.M.","Gang BKR No. 06, Manado, Sulawesi Tengah 35885",(0658) 198 3489,Zakat Mal,927169.61,2023-12-17
Salimah Puspasari,"Gg. H.J Maemunah No. 63, Bengkulu, Papua Barat 05368",(0561) 745 4857,Zakat Penghasilan,443571.78,2024-04-03
"Zelda Ardianto, S.Gz","Jalan R.E Martadinata No. 6, Mojokerto, DKI Jakarta 14607",+62 (0563) 735 3077,Zakat Fitrah,983143.25,2025-02-18
"Mulyono Firgantoro, S.E.","Jl. Kapten Muslihat No. 4, Subulussalam, Sulawesi Tengah 88302",+62-043-863-2155,Zakat Mal,106110.3,2024-06-30
Ayu Pradana,"Jl. Pasir Koja No. 782, Langsa, Jawa Timur 12447",0816926619,Zakat Emas/Perak,122217.22,2024-08-21
dr. Raditya Narpati,"Gang Laswi No. 8, Lhokseumawe, KT 38880",+62 (20) 793-1111,Zakat Emas/Perak,191468.61,2023-11-23
"Hendri Wahyuni, M.Pd","Gg. Kendalsari No. 0, Tual, BT 96059",+62 (27) 451 8225,Zakat Penghasilan,562617.28,2024-08-27
"R.A. Mutia Hassanah, M.Pd","Gg. Cempaka No. 2, Pagaralam, JT 15570",+62 (372) 650-2187,Zakat Mal,600273.08,2024-01-23
"Fathonah Najmudin, M.Ak","Jl. K.H. Wahid Hasyim No. 913, Lhokseumawe, Riau 49463",(0434) 539 4352,Zakat Penghasilan,43951.83,2025-03-19
Ian Maheswara,"Gang Rungkut Industri No. 265, Pekalongan, Nusa Tenggara Barat 69636",+62 (094) 134 5052,Zakat Perdagangan,751305.95,2024-10-14
"Ajeng Wasita, S.IP","Jalan Yos Sudarso No. 131, Padang, AC 36108",+62 (095) 241-3175,Zakat Pertanian,514256.57,2025-02-22
"Ir. Nurul Wastuti, S.I.Kom","Gang Gardujati No. 569, Bekasi, SU 33740",081 728 9510,Zakat Fitrah,423768.72,2024-11-29
Cakrajiya Fujiati,"Gang Jamika No. 528, Sungai Penuh, Nusa Tenggara Timur 32878",+62 (73) 826-8312,Zakat Penghasilan,462217.86,2023-05-09
"R. Halima Novitasari, S.Gz","Jl. Kendalsari No. 0, Tual, Maluku 15847",(0316) 468 9910,Zakat Perdagangan,245528.02,2024-01-30
Dasa Mandasari,"Jl. Cihampelas No. 7, Palembang, Lampung 20688",(046) 451 7643,Zakat Perdagangan,333380.06,2023-09-22
Taswir Susanti,"Jalan Kutisari Selatan No. 456, Probolinggo, SS 19604",+62-033-243-3007,Zakat Mal,639610.84,2024-12-26
Kurnia Wibowo,"Gang W.R. Supratman No. 22, Bau-Bau, SG 62875",+62 (313) 022 7462,Zakat Perdagangan,381845.36,2024-07-03
Oliva Napitupulu,"Gang Gedebage Selatan No. 66, Pekanbaru, Kalimantan Tengah 01842",+62-034-153-9898,Zakat Perdagangan,79724.67,2024-09-16
"Dr. Yessi Irawan, S.H.","Gg. Bangka Raya No. 69, Pontianak, NB 60794",+62-0202-654-0616,Zakat Perdagangan,724328.51,2024-12-11
Sakti Narpati,"Jalan Ronggowarsito No. 1, Banda Aceh, BB 35626",(0100) 739-0239,Zakat Fitrah,150941.41,2024-10-19
Violet Rahmawati,"Jalan Gedebage Selatan No. 7, Pontianak, Kalimantan Tengah 76707",+62-43-823-4456,Zakat Perdagangan,63625.08,2025-04-03
Maya Aryani,"Gang Pasirkoja No. 5, Jayapura, SB 25740",+62 (02) 332 0879,Zakat Pertanian,143591.47,2023-06-28
