Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
SUTAN BAKIADI LATUPONO,"Gg. Asia Afrika No. 1, Tarakan, Nusa Tenggara Timur 58529",+62 (73) 904 4138,Zakat Fitrah,713252.9888000002,2024-05-31
NATALIA NASYIDAH,"Gg. Surapati No. 573, Sorong, MU 30223",+62-000-290-6078,Zakat Penghasilan,994539.2083,2023-10-14
R. ASMAN BUDIMAN,"Jl. HOS. Cokroaminoto No. 22, Mojokerto, Kalimantan Timur 11790",+62-0778-333-7130,Zakat Fitrah,932139.9923,2024-04-19
ALAMBANA SITOMPUL,"Jl. Antapani Lama No. 11, Prabumulih, Kepulauan Riau 68548",+62 (41) 641 0146,Zakat Fitrah,768152.9636000001,2025-03-23
"T. TEGUH SARAGIH, S.H.","Gang H.J Maemunah No. 26, Pariaman, KI 81945",+62 (029) 600 6729,Zakat Perdagangan,505023.26600000006,2024-07-19
"MAIDA WASKITA, S.T.","Gg. Tubagus Ismail No. 3, Palopo, Kalimantan Timur 85053",+62 (010) 675-6314,Zakat Penghasilan,1133972.3967000002,2023-08-06
"VERO PUSPITA, M.TI.","Jl. Tubagus Ismail No. 279, Yogyakarta, JT 54830",(0450) 252 0880,Zakat Emas/Perak,80029.48470000003,2024-10-04
DT. JATI HALIMAH,"Gang Cikutra Timur No. 9, Tanjungbalai, MU 37980",(007) 471-1475,Zakat Pertanian,245814.0652,2024-03-24
IR. JANE SIHOMBING,"Gg. Suryakencana No. 1, Bandung, DKI Jakarta 63632",+62-0527-450-3496,Zakat Penghasilan,1006767.6619000001,2023-09-16
IBUN YULIANTI,"Gg. BKR No. 65, Kota Administrasi Jakarta Selatan, Kalimantan Tengah 62807",+62-0763-191-8253,Zakat Perdagangan,204877.92600000006,2023-09-03
ENDRA SUSANTI,"Jalan Monginsidi No. 433, Palembang, ST 08561",+62 (0003) 316-0162,Zakat Emas/Perak,1029434.2773000001,2024-05-19
OKTO MARYATI,"Jl. Rumah Sakit No. 7, Solok, BA 77659",+62 (044) 301-2217,Zakat Penghasilan,210118.58120000002,2024-05-29
"KEISHA YULIARTI, M.TI.","Gg. Sentot Alibasa No. 0, Bandar Lampung, PB 68661",(079) 652-4250,Zakat Fitrah,543293.6663,2023-11-28
LASWI FIRGANTORO,"Jl. Cikutra Timur No. 0, Pasuruan, GO 85905",+62-81-273-5253,Zakat Penghasilan,750507.7151000003,2024-04-23
"R.A. LINTANG PRAKASA, M.FARM","Gg. Raya Setiabudhi No. 1, Tidore Kepulauan, SU 79227",(0722) 605-5358,Zakat Emas/Perak,988981.9082000003,2025-04-12
"NOVI PRABOWO, S.SOS","Gang Rungkut Industri No. 1, Banjarbaru, Sulawesi Tengah 15418",083 447 0064,Zakat Mal,532293.0118000001,2023-11-01
SADINA SITORUS,"Gg. Peta No. 78, Bau-Bau, SS 20860",(029) 913-7254,Zakat Emas/Perak,456212.20480000007,2023-11-05
TANIA NARPATI,"Jl. Sadang Serang No. 4, Ambon, Sulawesi Tengah 52215",+62-366-635-9176,Zakat Fitrah,953279.2489000001,2023-10-19
"JASMIN SUDIATI, S.IP","Jl. Merdeka No. 20, Tanjungpinang, Kalimantan Timur 05409",+62 (035) 756-1637,Zakat Perdagangan,698830.0066000001,2024-01-18
LANJAR YULIANTI,"Gang Setiabudhi No. 1, Kota Administrasi Jakarta Barat, Aceh 88363",+62 (42) 604 0920,Zakat Emas/Perak,109327.0332,2025-05-01
PUTU MAYASARI,"Jalan Sukabumi No. 607, Tanjungpinang, BA 54170",+62 (64) 937 6659,Zakat Pertanian,405461.3563000001,2023-10-08
GATRA MAHESWARA,"Gang K.H. Wahid Hasyim No. 82, Kota Administrasi Jakarta Timur, Jawa Tengah 92838",+62 (0404) 600-3436,Zakat Emas/Perak,724253.8490000002,2023-12-18
ELLA YOLANDA,"Jalan Monginsidi No. 6, Tanjungbalai, Lampung 22318",+62 (054) 733-9084,Zakat Penghasilan,867331.8115000002,2023-11-16
KH. ADIARJA JANUAR,"Jl. Laswi No. 192, Jayapura, NT 86566",+62 (24) 331-6428,Zakat Mal,655490.6864000001,2024-03-14
PADMI MANDASARI,"Gang Merdeka No. 06, Pagaralam, KT 10052",+62 (070) 931 2551,Zakat Pertanian,1184754.8141,2025-01-27
DARMANTO SUWARNO,"Gg. Moch. Toha No. 846, Lhokseumawe, DKI Jakarta 26503",0895627512,Zakat Perdagangan,871293.4120000001,2023-10-19
MITRA ZULKARNAIN,"Jalan Peta No. 575, Bontang, Papua Barat 72427",083 259 4327,Zakat Emas/Perak,584265.0165,2023-11-05
WIRDA PRABOWO,"Gg. Pelajar Pejuang No. 6, Sukabumi, Aceh 51069",+62-097-502-4149,Zakat Pertanian,523877.2077,2024-07-02
RADIT WULANDARI,"Jalan K.H. Wahid Hasyim No. 3, Blitar, Kepulauan Riau 59953",+62 (24) 385 8335,Zakat Penghasilan,387480.8047000001,2023-05-30
"TGK. LASMONO ARDIANTO, S.FARM","Jalan Rajawali Barat No. 546, Palembang, Maluku Utara 91646",+62 (41) 060 3583,Zakat Emas/Perak,333499.0263000001,2024-12-06
"SUTAN BAKDA HALIMAH, M.KOM.","Jalan Rungkut Industri No. 4, Blitar, BE 71445",082 950 6809,Zakat Emas/Perak,555446.3255,2024-09-01
ZELDA MAULANA,"Jalan Stasiun Wonokromo No. 24, Pagaralam, DI Yogyakarta 69782",+62-01-810-6400,Zakat Penghasilan,1005966.2063000001,2024-07-09
"DR. MICHELLE TAMBA, M.KOM.","Jalan Sadang Serang No. 874, Mojokerto, SR 35626",(0353) 832 4083,Zakat Perdagangan,139403.78540000002,2023-06-29
ELVINA WAHYUNI,"Jl. Kapten Muslihat No. 44, Magelang, Maluku 13860",(0673) 436-9647,Zakat Mal,837936.2893000001,2023-08-11
CINTHIA HIDAYANTO,"Jl. Gegerkalong Hilir No. 097, Tual, MU 04106",+62 (07) 095 1980,Zakat Emas/Perak,740959.8834000002,2023-11-30
PUTI ULI SAPUTRA,"Jalan Dipenogoro No. 2, Kendari, SS 35053",+62 (29) 676-2156,Zakat Emas/Perak,935399.4782000002,2023-09-06
PUTI JULI ANDRIANI,"Gg. Abdul Muis No. 6, Tangerang, BA 77357",(033) 482 4768,Zakat Pertanian,612899.9206000001,2023-07-13
WISNU FIRGANTORO,"Jalan Suniaraja No. 131, Sawahlunto, DI Yogyakarta 35661",+62 (865) 648-3790,Zakat Penghasilan,844345.8166000001,2024-07-08
EMIL HARDIANSYAH,"Gang Tebet Barat Dalam No. 112, Ternate, RI 23533",+62 (085) 040 1182,Zakat Mal,968515.5326000002,2024-04-15
"INTAN KUSUMO, M.PD","Gang Dipenogoro No. 9, Salatiga, Maluku Utara 20795",+62 (0306) 229-0448,Zakat Perdagangan,697302.9382000002,2023-12-11
NOVI ISWAHYUDI,"Gang Ahmad Yani No. 27, Sawahlunto, Jambi 94888",0801811656,Zakat Fitrah,467320.1016000001,2024-11-25
BAGIYA PUDJIASTUTI,"Jl. Gegerkalong Hilir No. 03, Pariaman, SG 87332",+62 (33) 523 0630,Zakat Mal,1083269.2948,2025-04-20
LUHUNG LAILASARI,"Jl. Tubagus Ismail No. 0, Banjar, YO 12929",+62-10-946-8664,Zakat Fitrah,232616.71620000005,2023-12-12
CUT SYAHRINI WALUYO,"Jl. Veteran No. 5, Probolinggo, KU 80479",+62-276-854-2422,Zakat Pertanian,970615.9111000003,2025-04-26
ADIARJA SIREGAR,"Jalan Pasirkoja No. 9, Bukittinggi, Kalimantan Tengah 35553",(0913) 675 3793,Zakat Emas/Perak,257173.13380000007,2025-02-06
IDA KURNIAWAN,"Jl. Dipatiukur No. 943, Samarinda, Sulawesi Barat 32826",+62 (0016) 674 4590,Zakat Penghasilan,45463.59620000001,2023-11-08
EVA FUJIATI,"Gg. Ir. H. Djuanda No. 56, Tomohon, Kalimantan Timur 82356",083 085 7348,Zakat Mal,608443.9504000001,2023-10-18
"GAMBIRA MEGANTARA, S.E.I","Gang Veteran No. 577, Pariaman, SB 85612",+62-0281-925-5274,Zakat Emas/Perak,748807.5078000001,2023-10-06
"WARJI MAHENDRA, S.KED","Jl. R.E Martadinata No. 13, Sibolga, Maluku 97954",+62 (0817) 651 3130,Zakat Mal,787300.2214000002,2023-12-16
R. VIVI MAHENDRA,"Gg. Kebonjati No. 378, Padangpanjang, Bengkulu 40616",+62 (852) 421-4959,Zakat Perdagangan,1114514.1689000002,2023-07-05
"IR. EKA NATSIR, M.KOM.","Gg. Merdeka No. 42, Bekasi, Sulawesi Tenggara 83497",+62 (71) 780 0582,Zakat Mal,439134.30110000004,2024-08-18
CUT ICHA SAMOSIR,"Gang Kutisari Selatan No. 0, Subulussalam, JK 97329",0815203617,Zakat Emas/Perak,998301.4129,2024-08-01
DT. LUKITA MANGUNSONG,"Gg. Sukabumi No. 1, Manado, Jawa Timur 77737",088 328 1042,Zakat Pertanian,443022.9144000002,2024-01-20
ROSMAN HABIBI,"Jl. Raya Ujungberung No. 6, Tual, Kepulauan Riau 75497",(0563) 031-4916,Zakat Fitrah,532811.7388000002,2024-07-14
ANA PRATAMA,"Gang Asia Afrika No. 318, Banda Aceh, PB 74694",+62-0373-237-8306,Zakat Penghasilan,577159.0253000001,2025-02-06
TANTRI PUDJIASTUTI,"Gg. Raya Setiabudhi No. 895, Bandar Lampung, Jawa Tengah 32272",080 444 1905,Zakat Fitrah,771180.8313000002,2024-03-08
"DR. ASMUNI NASYIDAH, S.I.KOM","Jalan Dipenogoro No. 69, Palu, Sumatera Utara 29266",+62 (063) 973 4455,Zakat Mal,941193.9625000003,2024-07-16
JAMALIA SIMANJUNTAK,"Jl. Cikapayang No. 830, Blitar, Bali 93455",+62-0692-949-5980,Zakat Perdagangan,547953.2795000001,2023-09-04
JANET SAPUTRA,"Jl. Moch. Toha No. 9, Kota Administrasi Jakarta Barat, JI 97501",082 528 0695,Zakat Fitrah,1047955.6868000001,2023-11-17
SADINA UYAINAH,"Jl. M.T Haryono No. 94, Pematangsiantar, Bengkulu 73957",+62 (528) 446-2394,Zakat Perdagangan,988151.3642000002,2024-02-14
KAMARIA MANDALA,"Gg. Cempaka No. 897, Samarinda, Sulawesi Barat 30387",(0823) 309 9069,Zakat Pertanian,1087012.1878000002,2023-08-10
R. JELITA PRADANA,"Gang HOS. Cokroaminoto No. 295, Dumai, JK 53512",+62-078-493-2130,Zakat Fitrah,432628.0222000002,2023-06-17
PUTI FARAH RAHAYU,"Gang Pasteur No. 93, Cimahi, Jawa Timur 81319",+62-060-654-7083,Zakat Emas/Perak,699842.9097000001,2024-10-24
R. HANI ARYANI,"Gg. Jend. A. Yani No. 3, Cimahi, ST 00165",+62 (22) 901-3803,Zakat Fitrah,767529.8862000001,2024-03-28
R. ZULAIKHA KUSWOYO,"Jl. Ciumbuleuit No. 097, Pekanbaru, BE 06288",+62-0477-053-2546,Zakat Fitrah,463450.6305,2024-06-08
"DALIMA WIJAYANTI, S.PSI","Jalan Moch. Toha No. 874, Cimahi, BT 36098",+62 (041) 115 8129,Zakat Mal,674351.6823999999,2024-03-23
"NRIMA FIRGANTORO, M.FARM","Jalan Cihampelas No. 02, Sabang, Jawa Tengah 39337",+62 (136) 294-5330,Zakat Mal,807981.4083000001,2024-09-28
IR. TITIN NASYIDAH,"Jl. Stasiun Wonokromo No. 88, Palangkaraya, Sumatera Selatan 27824",0880588064,Zakat Pertanian,628322.75,2024-09-29
"ZIZI DONGORAN, S.E.","Gang Dr. Djunjunan No. 138, Gorontalo, ST 88175",+62 (544) 722-8333,Zakat Perdagangan,255264.21360000002,2024-10-18
ASMADI HIDAYAT,"Gg. Stasiun Wonokromo No. 39, Bekasi, JI 26590",+62-015-669-9019,Zakat Fitrah,365644.80590000004,2024-07-07
"OPUNG PUTRA, M.M.","Gang Sukabumi No. 1, Sibolga, DKI Jakarta 10996",+62 (0376) 714 1796,Zakat Penghasilan,1141710.2499000002,2025-02-03
OZY YULIANTI,"Gang Asia Afrika No. 8, Pekanbaru, MU 68900",+62 (980) 073-9375,Zakat Perdagangan,172310.34040000002,2024-08-18
OLIVIA WINARSIH,"Jl. Medokan Ayu No. 5, Pematangsiantar, SU 83222",0835037984,Zakat Pertanian,150901.27800000002,2024-04-13
"DT. WAGE GUNAWAN, M.KOM.","Gg. Moch. Ramdan No. 436, Parepare, AC 14948",(050) 594 3985,Zakat Emas/Perak,580634.6777000001,2024-04-12
DINA NUGROHO,"Gg. Tebet Barat Dalam No. 03, Makassar, Kalimantan Tengah 10576",+62 (480) 158 9692,Zakat Perdagangan,440583.7117000001,2025-03-07
UMAYA MEGANTARA,"Gang Raya Setiabudhi No. 411, Surakarta, DKI Jakarta 53551",+62-030-754-8415,Zakat Perdagangan,855742.7703000002,2024-10-05
WANI NURAINI,"Jl. Pasir Koja No. 9, Palangkaraya, BE 87744",+62 (475) 574-3068,Zakat Fitrah,536523.6558000001,2023-05-20
PUPUT HASSANAH,"Gang Laswi No. 077, Bitung, SB 47557",+62 (217) 404-5572,Zakat Mal,1091215.9819,2024-10-25
ASLIJAN YUNIAR,"Jalan Jend. A. Yani No. 2, Kota Administrasi Jakarta Timur, Jawa Barat 45527",+62 (059) 602-7904,Zakat Pertanian,1016882.5480000003,2025-01-08
T. KALA PRABOWO,"Jalan Yos Sudarso No. 837, Ternate, Sulawesi Barat 43503",+62-033-989-2221,Zakat Perdagangan,437506.25820000004,2024-07-13
BUDI HABIBI,"Gang Soekarno Hatta No. 9, Serang, SS 53022",+62 (085) 537 3549,Zakat Emas/Perak,418269.291,2023-11-12
ADE PRANOWO,"Gang Soekarno Hatta No. 989, Pekanbaru, RI 31562",087 464 6248,Zakat Mal,683210.1771000001,2024-11-22
CAGER MANDALA,"Jl. Kutisari Selatan No. 7, Banjar, Aceh 20744",+62-0693-658-8619,Zakat Penghasilan,358981.90460000007,2025-01-16
RANGGA PRATAMA,"Gg. Rumah Sakit No. 07, Subulussalam, Nusa Tenggara Barat 38275",+62-0834-514-0064,Zakat Emas/Perak,745566.3655000002,2025-01-16
MILA SITUMORANG,"Gang Veteran No. 5, Cirebon, Kepulauan Bangka Belitung 55881",+62 (392) 681-1545,Zakat Fitrah,429902.35200000013,2024-05-29
"MICHELLE HUTAPEA, S.PD","Gg. Veteran No. 80, Mataram, Aceh 76867",0846245573,Zakat Fitrah,354828.8216000001,2023-10-30
PAULIN SETIAWAN,"Gg. Tebet Barat Dalam No. 0, Purwokerto, Sumatera Barat 61058",(0994) 194 5395,Zakat Emas/Perak,1113395.3787,2024-03-08
AJENG YUNIAR,"Jl. Pacuan Kuda No. 837, Denpasar, DI Yogyakarta 19783",+62 (92) 126-8808,Zakat Pertanian,488418.5570000001,2024-10-11
"ZELDA NASHIRUDDIN, S.SOS","Jl. K.H. Wahid Hasyim No. 066, Payakumbuh, Maluku 77252",(0703) 567 4158,Zakat Pertanian,1186835.3607000003,2024-05-24
"DINA BUDIMAN, M.KOM.","Jalan Erlangga No. 59, Magelang, Kalimantan Barat 46692",+62-018-551-6170,Zakat Perdagangan,593716.508,2023-06-24
JARWI SAPTONO,"Jalan Moch. Toha No. 631, Dumai, MA 09358",(098) 320 3579,Zakat Perdagangan,959820.2669000002,2023-05-28
"AZALEA PRABOWO, S.PT","Gang Rajiman No. 5, Magelang, Bengkulu 97304",+62 (111) 167 9499,Zakat Penghasilan,1193487.8197,2025-03-11
INDAH NATSIR,"Jl. Indragiri No. 4, Ambon, SU 45724",+62-015-527-0072,Zakat Mal,647133.9182000002,2025-04-23
"DARYANI GUNAWAN, S.PD","Gang K.H. Wahid Hasyim No. 05, Bau-Bau, Kepulauan Bangka Belitung 15777",(0931) 642 2583,Zakat Fitrah,1050733.2539000001,2024-05-04
ULI BUDIYANTO,"Jl. Soekarno Hatta No. 31, Tebingtinggi, JA 88966",(0997) 591 7251,Zakat Mal,860297.3555000002,2024-02-10
R.A. JESSICA PURWANTI,"Jl. Kapten Muslihat No. 6, Mataram, Papua Barat 21264",0843777459,Zakat Pertanian,415095.3763000001,2024-03-15
"SYAHRINI LATUPONO, M.KOM.","Gg. Siliwangi No. 8, Tomohon, Sulawesi Selatan 24593",+62 (94) 526-4762,Zakat Pertanian,1011908.1775000001,2024-04-08
"DR. SALSABILA LAZUARDI, S.FARM","Jalan Cihampelas No. 070, Metro, DI Yogyakarta 75202",+62 (325) 605 7662,Zakat Pertanian,202256.30370000005,2023-07-31
CUT RAHMI HANDAYANI,"Jl. H.J Maemunah No. 7, Dumai, BA 09584",(024) 436-8527,Zakat Perdagangan,1183414.5213,2024-01-30
"DRG. LATIKA WASKITA, S.E.I","Gang Ciumbuleuit No. 618, Bogor, Papua Barat 96615",(088) 819 4103,Zakat Emas/Perak,866261.8569000001,2024-09-19
DT. DODO LESTARI,"Gg. Raya Setiabudhi No. 192, Kotamobagu, SS 10020",+62-14-663-7895,Zakat Penghasilan,276718.6752,2023-07-17
"DR. JONO SAFITRI, S.SOS","Gang Suryakencana No. 1, Palu, Kepulauan Bangka Belitung 19889",+62 (472) 195-9914,Zakat Mal,810125.6009000002,2024-09-25
"JAMAL MANGUNSONG, S.T.","Gang Jayawijaya No. 033, Mojokerto, Sulawesi Selatan 26859",+62 (044) 823 4778,Zakat Penghasilan,1030780.2329000001,2024-08-02
"R. LUWES SUARTINI, S.IP","Jalan Bangka Raya No. 57, Pasuruan, Sumatera Utara 49026",+62-45-433-7369,Zakat Penghasilan,412363.6077,2024-06-20
"MAKUTA SIREGAR, S.GZ","Jl. Raya Setiabudhi No. 006, Metro, KB 23084",084 605 1583,Zakat Perdagangan,452546.0742000001,2023-10-06
"R.A. PIA TAMBA, S.PD","Jalan Laswi No. 4, Surabaya, MA 71314",(0726) 091-0552,Zakat Perdagangan,731742.2244000001,2024-08-28
MUSTOFA SAMOSIR,"Jl. Kebonjati No. 9, Magelang, Sumatera Utara 80920",+62 (085) 666 9838,Zakat Perdagangan,1100887.0884,2023-11-20
PRAYOGA PRATAMA,"Jl. Jakarta No. 26, Mojokerto, Maluku Utara 65687",+62 (01) 799 9152,Zakat Fitrah,1169396.0905000004,2023-10-08
EKA BUDIMAN,"Gang S. Parman No. 580, Pangkalpinang, Jambi 42132",+62 (937) 176 9524,Zakat Mal,190753.71700000006,2023-09-11
"IR. RAIHAN HIDAYANTO, S.PT","Jalan Veteran No. 642, Palopo, SU 03282",+62 (929) 782-8367,Zakat Penghasilan,1075326.0199000002,2023-05-27
RAIHAN SITOMPUL,"Jl. Gedebage Selatan No. 82, Pariaman, DI Yogyakarta 58421",+62 (039) 892-5433,Zakat Emas/Perak,302392.49150000006,2023-07-24
JUMARI MANDASARI,"Gg. Bangka Raya No. 9, Tebingtinggi, BA 86339",(065) 172 1325,Zakat Perdagangan,221502.01920000004,2024-03-10
"TIRA HARTATI, S.KOM","Gg. Raya Ujungberung No. 732, Mojokerto, Kalimantan Tengah 57291",+62-0319-123-9552,Zakat Perdagangan,153862.6078,2024-10-31
PUTI PUSPA PUTRA,"Jalan Cihampelas No. 726, Pasuruan, MA 77067",+62 (120) 264-2755,Zakat Pertanian,452911.7725,2025-05-03
DODO HIDAYANTO,"Gg. Sukabumi No. 5, Singkawang, BB 68565",+62 (267) 568-6168,Zakat Perdagangan,1102150.7035,2024-03-31
OZY MANDASARI,"Gg. Ciwastra No. 231, Langsa, KR 97726",(0922) 611-3915,Zakat Mal,1094031.5309000001,2024-03-19
"SIDIQ WIDIASTUTI, M.AK","Gang Monginsidi No. 7, Ternate, DKI Jakarta 72127",(0824) 010-8596,Zakat Fitrah,1132754.8584,2023-05-08
BAKTIANTO LESTARI,"Jalan Otto Iskandardinata No. 769, Lubuklinggau, JA 46191",+62-44-775-5419,Zakat Pertanian,386637.4831,2024-10-13
"DRS. MAIDA MANULLANG, M.M.","Jl. Lembong No. 181, Lhokseumawe, Sumatera Utara 46305",+62 (13) 013-9515,Zakat Mal,707961.2716,2024-12-18
"WARDI PANGESTU, M.FARM","Jl. W.R. Supratman No. 59, Parepare, PB 00288",+62 (070) 297 1474,Zakat Pertanian,853961.9286000001,2025-04-09
ELVINA MEGANTARA,"Gang Kutai No. 2, Mojokerto, Banten 48416",0848021936,Zakat Pertanian,757904.2636000001,2024-04-05
CINDY YULIARTI,"Gg. Monginsidi No. 200, Tual, PA 73803",+62 (0086) 002-4111,Zakat Pertanian,192875.86340000003,2023-08-23
"ELUH ARDIANTO, M.AK","Gang Raya Ujungberung No. 048, Kota Administrasi Jakarta Pusat, GO 68030",+62 (0262) 806-3623,Zakat Emas/Perak,554724.5968000002,2023-10-04
ARTAWAN SUARTINI,"Jalan Cikutra Barat No. 608, Payakumbuh, Sulawesi Utara 67821",(088) 318 9744,Zakat Fitrah,95993.3414,2024-02-20
R. ADE HASSANAH,"Jalan Ronggowarsito No. 055, Dumai, MA 67461",+62-888-867-0887,Zakat Fitrah,64873.31510000001,2023-05-27
BANCAR LAILASARI,"Jl. Jend. A. Yani No. 480, Manado, MU 23668",(0205) 474-2040,Zakat Perdagangan,1026342.4974,2024-05-02
ADIARJA PERMATA,"Jalan Kutisari Selatan No. 31, Sukabumi, SG 25116",(067) 242 5160,Zakat Emas/Perak,490198.2371000001,2024-06-11
"KASIRAN WASTUTI, S.IP","Gg. Yos Sudarso No. 7, Lubuklinggau, KU 21957",(051) 485-1644,Zakat Penghasilan,252590.34350000002,2024-06-18
WARTA WIBISONO,"Jalan H.J Maemunah No. 991, Bandar Lampung, BT 89177",+62-098-536-3746,Zakat Mal,568692.0140000002,2025-05-04
ULI HARYANTO,"Jl. Abdul Muis No. 8, Batam, Kalimantan Selatan 50949",+62-70-012-2101,Zakat Mal,290840.6820000001,2024-06-27
IBRANI WIJAYA,"Jl. Peta No. 94, Blitar, JT 54475",(0638) 228 6337,Zakat Mal,161851.42710000003,2023-09-20
PUTI HAMIMA PRATIWI,"Gang Rawamangun No. 83, Kotamobagu, JB 50873",+62 (742) 556 7835,Zakat Pertanian,889062.6855000003,2024-10-18
SOLEH KUSWOYO,"Gang Lembong No. 85, Tanjungbalai, NB 04303",+62 (086) 234-2153,Zakat Mal,489659.76290000003,2025-04-14
"IR. MELINDA HARYANTO, S.I.KOM","Gg. Erlangga No. 671, Cimahi, KS 49251",+62-135-574-7085,Zakat Penghasilan,277671.28400000004,2024-06-19
EKA GUNARTO,"Gg. Dipatiukur No. 7, Sorong, ST 76921",+62 (17) 757-5432,Zakat Fitrah,170482.6112,2023-12-05
PANGESTU PRATAMA,"Gang Kutisari Selatan No. 56, Pematangsiantar, Sulawesi Utara 60257",+62 (589) 879 6954,Zakat Penghasilan,326061.49510000006,2024-06-17
USYI WIBOWO,"Jalan Pelajar Pejuang No. 77, Payakumbuh, BE 51581",+62-284-254-5102,Zakat Fitrah,805202.8369000001,2024-12-19
"REZA PRABOWO, S.FARM","Gang Rawamangun No. 56, Ternate, KB 42261",+62 (0182) 068-7145,Zakat Pertanian,855570.7325000002,2024-07-08
TGK. BAKIADI WULANDARI,"Jl. Medokan Ayu No. 6, Cilegon, NT 26920",+62-0864-395-0538,Zakat Mal,1124743.7630000003,2023-08-19
WARSA HARYANTO,"Jl. Sadang Serang No. 26, Pekanbaru, SN 00624",+62-85-081-0756,Zakat Mal,663526.8167000001,2024-11-21
"CUT PUSPA NATSIR, S.IP","Jl. Kapten Muslihat No. 71, Tangerang, DKI Jakarta 59972",+62-097-561-9881,Zakat Penghasilan,776639.1413000001,2023-09-03
FARHUNNISA SIREGAR,"Gg. Kapten Muslihat No. 7, Bontang, Sulawesi Selatan 21123",088 033 6797,Zakat Mal,620392.5189,2023-12-06
"TGK. JULI SINAGA, S.E.","Gg. Stasiun Wonokromo No. 923, Tegal, SB 24902",089 910 4218,Zakat Perdagangan,922653.5923000001,2023-06-14
"DRG. CAKRAWALA ZULAIKA, M.M.","Gang BKR No. 06, Manado, Sulawesi Tengah 35885",(0658) 198 3489,Zakat Mal,1121875.2281000002,2023-12-17
SALIMAH PUSPASARI,"Gg. H.J Maemunah No. 63, Bengkulu, Papua Barat 05368",(0561) 745 4857,Zakat Penghasilan,536721.8538,2024-04-03
"ZELDA ARDIANTO, S.GZ","Jalan R.E Martadinata No. 6, Mojokerto, DKI Jakarta 14607",+62 (0563) 735 3077,Zakat Fitrah,1189603.3325000003,2025-02-18
"MULYONO FIRGANTORO, S.E.","Jl. Kapten Muslihat No. 4, Subulussalam, Sulawesi Tengah 88302",+62-043-863-2155,Zakat Mal,128393.46300000003,2024-06-30
AYU PRADANA,"Jl. Pasir Koja No. 782, Langsa, Jawa Timur 12447",0816926619,Zakat Emas/Perak,147882.83620000002,2024-08-21
DR. RADITYA NARPATI,"Gang Laswi No. 8, Lhokseumawe, KT 38880",+62 (20) 793-1111,Zakat Emas/Perak,231677.01810000002,2023-11-23
"HENDRI WAHYUNI, M.PD","Gg. Kendalsari No. 0, Tual, BT 96059",+62 (27) 451 8225,Zakat Penghasilan,680766.9088000001,2024-08-27
"R.A. MUTIA HASSANAH, M.PD","Gg. Cempaka No. 2, Pagaralam, JT 15570",+62 (372) 650-2187,Zakat Mal,726330.4268000001,2024-01-23
"FATHONAH NAJMUDIN, M.AK","Jl. K.H. Wahid Hasyim No. 913, Lhokseumawe, Riau 49463",(0434) 539 4352,Zakat Penghasilan,53181.714300000014,2025-03-19
IAN MAHESWARA,"Gang Rungkut Industri No. 265, Pekalongan, Nusa Tenggara Barat 69636",+62 (094) 134 5052,Zakat Perdagangan,909080.1995000001,2024-10-14
"AJENG WASITA, S.IP","Jalan Yos Sudarso No. 131, Padang, AC 36108",+62 (095) 241-3175,Zakat Pertanian,622250.4497000001,2025-02-22
"IR. NURUL WASTUTI, S.I.KOM","Gang Gardujati No. 569, Bekasi, SU 33740",081 728 9510,Zakat Fitrah,512760.1512,2024-11-29
CAKRAJIYA FUJIATI,"Gang Jamika No. 528, Sungai Penuh, Nusa Tenggara Timur 32878",+62 (73) 826-8312,Zakat Penghasilan,559283.6106,2023-05-09
"R. HALIMA NOVITASARI, S.GZ","Jl. Kendalsari No. 0, Tual, Maluku 15847",(0316) 468 9910,Zakat Perdagangan,297088.9042,2024-01-30
DASA MANDASARI,"Jl. Cihampelas No. 7, Palembang, Lampung 20688",(046) 451 7643,Zakat Perdagangan,403389.8726000002,2023-09-22
TASWIR SUSANTI,"Jalan Kutisari Selatan No. 456, Probolinggo, SS 19604",+62-033-243-3007,Zakat Mal,773929.1164,2024-12-26
KURNIA WIBOWO,"Gang W.R. Supratman No. 22, Bau-Bau, SG 62875",+62 (313) 022 7462,Zakat Perdagangan,462032.88560000004,2024-07-03
OLIVA NAPITUPULU,"Gang Gedebage Selatan No. 66, Pekanbaru, Kalimantan Tengah 01842",+62-034-153-9898,Zakat Perdagangan,96466.85070000001,2024-09-16
"DR. YESSI IRAWAN, S.H.","Gg. Bangka Raya No. 69, Pontianak, NB 60794",+62-0202-654-0616,Zakat Perdagangan,876437.4971000002,2024-12-11
SAKTI NARPATI,"Jalan Ronggowarsito No. 1, Banda Aceh, BB 35626",(0100) 739-0239,Zakat Fitrah,182639.10610000003,2024-10-19
VIOLET RAHMAWATI,"Jalan Gedebage Selatan No. 7, Pontianak, Kalimantan Tengah 76707",+62-43-823-4456,Zakat Perdagangan,76986.34680000001,2025-04-03
MAYA ARYANI,"Gang Pasirkoja No. 5, Jayapura, SB 25740",+62 (02) 332 0879,Zakat Pertanian,173745.67870000005,2023-06-28
