Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
"NOVI PRABOWO, S.SOS","Gang Rungkut Industri No. 1, Banjarbaru, Sulawesi Tengah 15418",083 447 0064,Zakat Mal,483902.73800000007,2023-11-01
SADINA SITORUS,"Gg. Peta No. 78, Bau-Bau, SS 20860",(029) 913-7254,Zakat Emas/Perak,414738.368,2023-11-05
TANIA NARPATI,"Jl. Sadang Serang No. 4, Ambon, Sulawesi Tengah 52215",+62-366-635-9176,Zakat Fitrah,866617.4990000001,2023-10-19
"JASMIN SUDIATI, S.IP","Jl. Merdeka No. 20, Tanjungpinang, Kalimantan Timur 05409",+62 (035) 756-1637,Zakat Perdagangan,635300.006,2024-01-18
LANJAR YULIANTI,"Gang Setiabudhi No. 1, Kota Administrasi Jakarta Barat, Aceh 88363",+62 (42) 604 0920,Zakat Emas/Perak,99388.212,2025-05-01
PUTU MAYASARI,"Jalan Sukabumi No. 607, Tanjungpinang, BA 54170",+62 (64) 937 6659,Zakat Pertanian,368601.23300000007,2023-10-08
GATRA MAHESWARA,"Gang K.H. Wahid Hasyim No. 82, Kota Administrasi Jakarta Timur, Jawa Tengah 92838",+62 (0404) 600-3436,Zakat Emas/Perak,658412.5900000001,2023-12-18
ELLA YOLANDA,"Jalan Monginsidi No. 6, Tanjungbalai, Lampung 22318",+62 (054) 733-9084,Zakat Penghasilan,788483.4650000001,2023-11-16
KH. ADIARJA JANUAR,"Jl. Laswi No. 192, Jayapura, NT 86566",+62 (24) 331-6428,Zakat Mal,595900.6240000001,2024-03-14
PADMI MANDASARI,"Gang Merdeka No. 06, Pagaralam, KT 10052",+62 (070) 931 2551,Zakat Pertanian,1077049.831,2025-01-27
DARMANTO SUWARNO,"Gg. Moch. Toha No. 846, Lhokseumawe, DKI Jakarta 26503",0895627512,Zakat Perdagangan,792084.92,2023-10-19
MITRA ZULKARNAIN,"Jalan Peta No. 575, Bontang, Papua Barat 72427",083 259 4327,Zakat Emas/Perak,531150.015,2023-11-05
WIRDA PRABOWO,"Gg. Pelajar Pejuang No. 6, Sukabumi, Aceh 51069",+62-097-502-4149,Zakat Pertanian,476252.007,2024-07-02
RADIT WULANDARI,"Jalan K.H. Wahid Hasyim No. 3, Blitar, Kepulauan Riau 59953",+62 (24) 385 8335,Zakat Penghasilan,352255.27700000006,2023-05-30
"TGK. LASMONO ARDIANTO, S.FARM","Jalan Rajawali Barat No. 546, Palembang, Maluku Utara 91646",+62 (41) 060 3583,Zakat Emas/Perak,303180.9330000001,2024-12-06
"SUTAN BAKDA HALIMAH, M.KOM.","Jalan Rungkut Industri No. 4, Blitar, BE 71445",082 950 6809,Zakat Emas/Perak,504951.205,2024-09-01
ZELDA MAULANA,"Jalan Stasiun Wonokromo No. 24, Pagaralam, DI Yogyakarta 69782",+62-01-810-6400,Zakat Penghasilan,914514.733,2024-07-09
"DR. MICHELLE TAMBA, M.KOM.","Jalan Sadang Serang No. 874, Mojokerto, SR 35626",(0353) 832 4083,Zakat Perdagangan,126730.71400000002,2023-06-29
ELVINA WAHYUNI,"Jl. Kapten Muslihat No. 44, Magelang, Maluku 13860",(0673) 436-9647,Zakat Mal,761760.263,2023-08-11
CINTHIA HIDAYANTO,"Jl. Gegerkalong Hilir No. 097, Tual, MU 04106",+62 (07) 095 1980,Zakat Emas/Perak,673599.8940000001,2023-11-30
PUTI ULI SAPUTRA,"Jalan Dipenogoro No. 2, Kendari, SS 35053",+62 (29) 676-2156,Zakat Emas/Perak,850363.1620000001,2023-09-06
PUTI JULI ANDRIANI,"Gg. Abdul Muis No. 6, Tangerang, BA 77357",(033) 482 4768,Zakat Pertanian,557181.746,2023-07-13
WISNU FIRGANTORO,"Jalan Suniaraja No. 131, Sawahlunto, DI Yogyakarta 35661",+62 (865) 648-3790,Zakat Penghasilan,767587.106,2024-07-08
EMIL HARDIANSYAH,"Gang Tebet Barat Dalam No. 112, Ternate, RI 23533",+62 (085) 040 1182,Zakat Mal,880468.6660000001,2024-04-15
"INTAN KUSUMO, M.PD","Gang Dipenogoro No. 9, Salatiga, Maluku Utara 20795",+62 (0306) 229-0448,Zakat Perdagangan,633911.7620000001,2023-12-11
NOVI ISWAHYUDI,"Gang Ahmad Yani No. 27, Sawahlunto, Jambi 94888",0801811656,Zakat Fitrah,424836.45600000006,2024-11-25
BAGIYA PUDJIASTUTI,"Jl. Gegerkalong Hilir No. 03, Pariaman, SG 87332",+62 (33) 523 0630,Zakat Mal,984790.268,2025-04-20
LUHUNG LAILASARI,"Jl. Tubagus Ismail No. 0, Banjar, YO 12929",+62-10-946-8664,Zakat Fitrah,211469.74200000003,2023-12-12
CUT SYAHRINI WALUYO,"Jl. Veteran No. 5, Probolinggo, KU 80479",+62-276-854-2422,Zakat Pertanian,882378.1010000001,2025-04-26
ADIARJA SIREGAR,"Jalan Pasirkoja No. 9, Bukittinggi, Kalimantan Tengah 35553",(0913) 675 3793,Zakat Emas/Perak,233793.75800000003,2025-02-06
IDA KURNIAWAN,"Jl. Dipatiukur No. 943, Samarinda, Sulawesi Barat 32826",+62 (0016) 674 4590,Zakat Penghasilan,41330.542,2023-11-08
EVA FUJIATI,"Gg. Ir. H. Djuanda No. 56, Tomohon, Kalimantan Timur 82356",083 085 7348,Zakat Mal,553130.8640000001,2023-10-18
"GAMBIRA MEGANTARA, S.E.I","Gang Veteran No. 577, Pariaman, SB 85612",+62-0281-925-5274,Zakat Emas/Perak,680734.0980000001,2023-10-06
"WARJI MAHENDRA, S.KED","Jl. R.E Martadinata No. 13, Sibolga, Maluku 97954",+62 (0817) 651 3130,Zakat Mal,715727.474,2023-12-16
R. VIVI MAHENDRA,"Gg. Kebonjati No. 378, Padangpanjang, Bengkulu 40616",+62 (852) 421-4959,Zakat Perdagangan,1013194.699,2023-07-05
"IR. EKA NATSIR, M.KOM.","Gg. Merdeka No. 42, Bekasi, Sulawesi Tenggara 83497",+62 (71) 780 0582,Zakat Mal,399213.001,2024-08-18
CUT ICHA SAMOSIR,"Gang Kutisari Selatan No. 0, Subulussalam, JK 97329",0815203617,Zakat Emas/Perak,907546.739,2024-08-01
DT. LUKITA MANGUNSONG,"Gg. Sukabumi No. 1, Manado, Jawa Timur 77737",088 328 1042,Zakat Pertanian,402748.1040000001,2024-01-20
ROSMAN HABIBI,"Jl. Raya Ujungberung No. 6, Tual, Kepulauan Riau 75497",(0563) 031-4916,Zakat Fitrah,484374.3080000001,2024-07-14
ANA PRATAMA,"Gang Asia Afrika No. 318, Banda Aceh, PB 74694",+62-0373-237-8306,Zakat Penghasilan,524690.023,2025-02-06
TANTRI PUDJIASTUTI,"Gg. Raya Setiabudhi No. 895, Bandar Lampung, Jawa Tengah 32272",080 444 1905,Zakat Fitrah,701073.4830000001,2024-03-08
"DR. ASMUNI NASYIDAH, S.I.KOM","Jalan Dipenogoro No. 69, Palu, Sumatera Utara 29266",+62 (063) 973 4455,Zakat Mal,855630.8750000001,2024-07-16
JAMALIA SIMANJUNTAK,"Jl. Cikapayang No. 830, Blitar, Bali 93455",+62-0692-949-5980,Zakat Perdagangan,498139.345,2023-09-04
JANET SAPUTRA,"Jl. Moch. Toha No. 9, Kota Administrasi Jakarta Barat, JI 97501",082 528 0695,Zakat Fitrah,952686.988,2023-11-17
SADINA UYAINAH,"Jl. M.T Haryono No. 94, Pematangsiantar, Bengkulu 73957",+62 (528) 446-2394,Zakat Perdagangan,898319.4220000001,2024-02-14
KAMARIA MANDALA,"Gg. Cempaka No. 897, Samarinda, Sulawesi Barat 30387",(0823) 309 9069,Zakat Pertanian,988192.8980000002,2023-08-10
R. JELITA PRADANA,"Gang HOS. Cokroaminoto No. 295, Dumai, JK 53512",+62-078-493-2130,Zakat Fitrah,393298.2020000001,2023-06-17
PUTI FARAH RAHAYU,"Gang Pasteur No. 93, Cimahi, Jawa Timur 81319",+62-060-654-7083,Zakat Emas/Perak,636220.827,2024-10-24
R. HANI ARYANI,"Gg. Jend. A. Yani No. 3, Cimahi, ST 00165",+62 (22) 901-3803,Zakat Fitrah,697754.442,2024-03-28
R. ZULAIKHA KUSWOYO,"Jl. Ciumbuleuit No. 097, Pekanbaru, BE 06288",+62-0477-053-2546,Zakat Fitrah,421318.755,2024-06-08
"DALIMA WIJAYANTI, S.PSI","Jalan Moch. Toha No. 874, Cimahi, BT 36098",+62 (041) 115 8129,Zakat Mal,613046.9839999999,2024-03-23
"NRIMA FIRGANTORO, M.FARM","Jalan Cihampelas No. 02, Sabang, Jawa Tengah 39337",+62 (136) 294-5330,Zakat Mal,734528.5530000001,2024-09-28
IR. TITIN NASYIDAH,"Jl. Stasiun Wonokromo No. 88, Palangkaraya, Sumatera Selatan 27824",0880588064,Zakat Pertanian,571202.5,2024-09-29
"ZIZI DONGORAN, S.E.","Gang Dr. Djunjunan No. 138, Gorontalo, ST 88175",+62 (544) 722-8333,Zakat Perdagangan,232058.376,2024-10-18
ASMADI HIDAYAT,"Gg. Stasiun Wonokromo No. 39, Bekasi, JI 26590",+62-015-669-9019,Zakat Fitrah,332404.369,2024-07-07
"OPUNG PUTRA, M.M.","Gang Sukabumi No. 1, Sibolga, DKI Jakarta 10996",+62 (0376) 714 1796,Zakat Penghasilan,1037918.409,2025-02-03
OZY YULIANTI,"Gang Asia Afrika No. 8, Pekanbaru, MU 68900",+62 (980) 073-9375,Zakat Perdagangan,156645.764,2024-08-18
OLIVIA WINARSIH,"Jl. Medokan Ayu No. 5, Pematangsiantar, SU 83222",0835037984,Zakat Pertanian,137182.98,2024-04-13
"DT. WAGE GUNAWAN, M.KOM.","Gg. Moch. Ramdan No. 436, Parepare, AC 14948",(050) 594 3985,Zakat Emas/Perak,527849.707,2024-04-12
DINA NUGROHO,"Gg. Tebet Barat Dalam No. 03, Makassar, Kalimantan Tengah 10576",+62 (480) 158 9692,Zakat Perdagangan,400530.64700000006,2025-03-07
UMAYA MEGANTARA,"Gang Raya Setiabudhi No. 411, Surakarta, DKI Jakarta 53551",+62-030-754-8415,Zakat Perdagangan,777947.9730000001,2024-10-05
WANI NURAINI,"Jl. Pasir Koja No. 9, Palangkaraya, BE 87744",+62 (475) 574-3068,Zakat Fitrah,487748.778,2023-05-20
PUPUT HASSANAH,"Gang Laswi No. 077, Bitung, SB 47557",+62 (217) 404-5572,Zakat Mal,992014.529,2024-10-25
ASLIJAN YUNIAR,"Jalan Jend. A. Yani No. 2, Kota Administrasi Jakarta Timur, Jawa Barat 45527",+62 (059) 602-7904,Zakat Pertanian,924438.6800000002,2025-01-08
T. KALA PRABOWO,"Jalan Yos Sudarso No. 837, Ternate, Sulawesi Barat 43503",+62-033-989-2221,Zakat Perdagangan,397732.962,2024-07-13
BUDI HABIBI,"Gang Soekarno Hatta No. 9, Serang, SS 53022",+62 (085) 537 3549,Zakat Emas/Perak,380244.81,2023-11-12
ADE PRANOWO,"Gang Soekarno Hatta No. 989, Pekanbaru, RI 31562",087 464 6248,Zakat Mal,621100.1610000001,2024-11-22
CAGER MANDALA,"Jl. Kutisari Selatan No. 7, Banjar, Aceh 20744",+62-0693-658-8619,Zakat Penghasilan,326347.18600000005,2025-01-16
RANGGA PRATAMA,"Gg. Rumah Sakit No. 07, Subulussalam, Nusa Tenggara Barat 38275",+62-0834-514-0064,Zakat Emas/Perak,677787.6050000001,2025-01-16
MILA SITUMORANG,"Gang Veteran No. 5, Cirebon, Kepulauan Bangka Belitung 55881",+62 (392) 681-1545,Zakat Fitrah,390820.32000000007,2024-05-29
"MICHELLE HUTAPEA, S.PD","Gg. Veteran No. 80, Mataram, Aceh 76867",0846245573,Zakat Fitrah,322571.6560000001,2023-10-30
PAULIN SETIAWAN,"Gg. Tebet Barat Dalam No. 0, Purwokerto, Sumatera Barat 61058",(0994) 194 5395,Zakat Emas/Perak,1012177.617,2024-03-08
AJENG YUNIAR,"Jl. Pacuan Kuda No. 837, Denpasar, DI Yogyakarta 19783",+62 (92) 126-8808,Zakat Pertanian,444016.87000000005,2024-10-11
"ZELDA NASHIRUDDIN, S.SOS","Jl. K.H. Wahid Hasyim No. 066, Payakumbuh, Maluku 77252",(0703) 567 4158,Zakat Pertanian,1078941.2370000002,2024-05-24
"DINA BUDIMAN, M.KOM.","Jalan Erlangga No. 59, Magelang, Kalimantan Barat 46692",+62-018-551-6170,Zakat Perdagangan,539742.28,2023-06-24
JARWI SAPTONO,"Jalan Moch. Toha No. 631, Dumai, MA 09358",(098) 320 3579,Zakat Perdagangan,872563.8790000001,2023-05-28
"AZALEA PRABOWO, S.PT","Gang Rajiman No. 5, Magelang, Bengkulu 97304",+62 (111) 167 9499,Zakat Penghasilan,1084988.927,2025-03-11
INDAH NATSIR,"Jl. Indragiri No. 4, Ambon, SU 45724",+62-015-527-0072,Zakat Mal,588303.5620000002,2025-04-23
"DARYANI GUNAWAN, S.PD","Gang K.H. Wahid Hasyim No. 05, Bau-Bau, Kepulauan Bangka Belitung 15777",(0931) 642 2583,Zakat Fitrah,955212.049,2024-05-04
ULI BUDIYANTO,"Jl. Soekarno Hatta No. 31, Tebingtinggi, JA 88966",(0997) 591 7251,Zakat Mal,782088.5050000001,2024-02-10
R.A. JESSICA PURWANTI,"Jl. Kapten Muslihat No. 6, Mataram, Papua Barat 21264",0843777459,Zakat Pertanian,377359.4330000001,2024-03-15
"SYAHRINI LATUPONO, M.KOM.","Gg. Siliwangi No. 8, Tomohon, Sulawesi Selatan 24593",+62 (94) 526-4762,Zakat Pertanian,919916.525,2024-04-08
"DR. SALSABILA LAZUARDI, S.FARM","Jalan Cihampelas No. 070, Metro, DI Yogyakarta 75202",+62 (325) 605 7662,Zakat Pertanian,183869.36700000003,2023-07-31
CUT RAHMI HANDAYANI,"Jl. H.J Maemunah No. 7, Dumai, BA 09584",(024) 436-8527,Zakat Perdagangan,1075831.383,2024-01-30
"DRG. LATIKA WASKITA, S.E.I","Gang Ciumbuleuit No. 618, Bogor, Papua Barat 96615",(088) 819 4103,Zakat Emas/Perak,787510.7790000001,2024-09-19
DT. DODO LESTARI,"Gg. Raya Setiabudhi No. 192, Kotamobagu, SS 10020",+62-14-663-7895,Zakat Penghasilan,251562.432,2023-07-17
"DR. JONO SAFITRI, S.SOS","Gang Suryakencana No. 1, Palu, Kepulauan Bangka Belitung 19889",+62 (472) 195-9914,Zakat Mal,736477.8190000001,2024-09-25
"JAMAL MANGUNSONG, S.T.","Gang Jayawijaya No. 033, Mojokerto, Sulawesi Selatan 26859",+62 (044) 823 4778,Zakat Penghasilan,937072.939,2024-08-02
"R. LUWES SUARTINI, S.IP","Jalan Bangka Raya No. 57, Pasuruan, Sumatera Utara 49026",+62-45-433-7369,Zakat Penghasilan,374876.007,2024-06-20
"MAKUTA SIREGAR, S.GZ","Jl. Raya Setiabudhi No. 006, Metro, KB 23084",084 605 1583,Zakat Perdagangan,411405.52200000006,2023-10-06
"R.A. PIA TAMBA, S.PD","Jalan Laswi No. 4, Surabaya, MA 71314",(0726) 091-0552,Zakat Perdagangan,665220.204,2024-08-28
MUSTOFA SAMOSIR,"Jl. Kebonjati No. 9, Magelang, Sumatera Utara 80920",+62 (085) 666 9838,Zakat Perdagangan,1000806.444,2023-11-20
PRAYOGA PRATAMA,"Jl. Jakarta No. 26, Mojokerto, Maluku Utara 65687",+62 (01) 799 9152,Zakat Fitrah,1063087.3550000002,2023-10-08
EKA BUDIMAN,"Gang S. Parman No. 580, Pangkalpinang, Jambi 42132",+62 (937) 176 9524,Zakat Mal,173412.47000000003,2023-09-11
"IR. RAIHAN HIDAYANTO, S.PT","Jalan Veteran No. 642, Palopo, SU 03282",+62 (929) 782-8367,Zakat Penghasilan,977569.109,2023-05-27
RAIHAN SITOMPUL,"Jl. Gedebage Selatan No. 82, Pariaman, DI Yogyakarta 58421",+62 (039) 892-5433,Zakat Emas/Perak,274902.265,2023-07-24
JUMARI MANDASARI,"Gg. Bangka Raya No. 9, Tebingtinggi, BA 86339",(065) 172 1325,Zakat Perdagangan,201365.472,2024-03-10
"TIRA HARTATI, S.KOM","Gg. Raya Ujungberung No. 732, Mojokerto, Kalimantan Tengah 57291",+62-0319-123-9552,Zakat Perdagangan,139875.098,2024-10-31
PUTI PUSPA PUTRA,"Jalan Cihampelas No. 726, Pasuruan, MA 77067",+62 (120) 264-2755,Zakat Pertanian,411737.975,2025-05-03
DODO HIDAYANTO,"Gg. Sukabumi No. 5, Singkawang, BB 68565",+62 (267) 568-6168,Zakat Perdagangan,1001955.185,2024-03-31
OZY MANDASARI,"Gg. Ciwastra No. 231, Langsa, KR 97726",(0922) 611-3915,Zakat Mal,994574.119,2024-03-19
"SIDIQ WIDIASTUTI, M.AK","Gang Monginsidi No. 7, Ternate, DKI Jakarta 72127",(0824) 010-8596,Zakat Fitrah,1029777.144,2023-05-08
BAKTIANTO LESTARI,"Jalan Otto Iskandardinata No. 769, Lubuklinggau, JA 46191",+62-44-775-5419,Zakat Pertanian,351488.621,2024-10-13
"DRS. MAIDA MANULLANG, M.M.","Jl. Lembong No. 181, Lhokseumawe, Sumatera Utara 46305",+62 (13) 013-9515,Zakat Mal,643601.156,2024-12-18
"WARDI PANGESTU, M.FARM","Jl. W.R. Supratman No. 59, Parepare, PB 00288",+62 (070) 297 1474,Zakat Pertanian,776329.0260000001,2025-04-09
ELVINA MEGANTARA,"Gang Kutai No. 2, Mojokerto, Banten 48416",0848021936,Zakat Pertanian,689003.876,2024-04-05
CINDY YULIARTI,"Gg. Monginsidi No. 200, Tual, PA 73803",+62 (0086) 002-4111,Zakat Pertanian,175341.69400000002,2023-08-23
"ELUH ARDIANTO, M.AK","Gang Raya Ujungberung No. 048, Kota Administrasi Jakarta Pusat, GO 68030",+62 (0262) 806-3623,Zakat Emas/Perak,504295.0880000001,2023-10-04
ARTAWAN SUARTINI,"Jalan Cikutra Barat No. 608, Payakumbuh, Sulawesi Utara 67821",(088) 318 9744,Zakat Fitrah,87266.674,2024-02-20
R. ADE HASSANAH,"Jalan Ronggowarsito No. 055, Dumai, MA 67461",+62-888-867-0887,Zakat Fitrah,58975.741,2023-05-27
BANCAR LAILASARI,"Jl. Jend. A. Yani No. 480, Manado, MU 23668",(0205) 474-2040,Zakat Perdagangan,933038.634,2024-05-02
ADIARJA PERMATA,"Jalan Kutisari Selatan No. 31, Sukabumi, SG 25116",(067) 242 5160,Zakat Emas/Perak,445634.76100000006,2024-06-11
"KASIRAN WASTUTI, S.IP","Gg. Yos Sudarso No. 7, Lubuklinggau, KU 21957",(051) 485-1644,Zakat Penghasilan,229627.585,2024-06-18
WARTA WIBISONO,"Jalan H.J Maemunah No. 991, Bandar Lampung, BT 89177",+62-098-536-3746,Zakat Mal,516992.7400000001,2025-05-04
ULI HARYANTO,"Jl. Abdul Muis No. 8, Batam, Kalimantan Selatan 50949",+62-70-012-2101,Zakat Mal,264400.62000000005,2024-06-27
IBRANI WIJAYA,"Jl. Peta No. 94, Blitar, JT 54475",(0638) 228 6337,Zakat Mal,147137.66100000002,2023-09-20
PUTI HAMIMA PRATIWI,"Gang Rawamangun No. 83, Kotamobagu, JB 50873",+62 (742) 556 7835,Zakat Pertanian,808238.8050000002,2024-10-18
SOLEH KUSWOYO,"Gang Lembong No. 85, Tanjungbalai, NB 04303",+62 (086) 234-2153,Zakat Mal,445145.239,2025-04-14
"IR. MELINDA HARYANTO, S.I.KOM","Gg. Erlangga No. 671, Cimahi, KS 49251",+62-135-574-7085,Zakat Penghasilan,252428.44,2024-06-19
EKA GUNARTO,"Gg. Dipatiukur No. 7, Sorong, ST 76921",+62 (17) 757-5432,Zakat Fitrah,154984.192,2023-12-05
PANGESTU PRATAMA,"Gang Kutisari Selatan No. 56, Pematangsiantar, Sulawesi Utara 60257",+62 (589) 879 6954,Zakat Penghasilan,296419.541,2024-06-17
USYI WIBOWO,"Jalan Pelajar Pejuang No. 77, Payakumbuh, BE 51581",+62-284-254-5102,Zakat Fitrah,732002.579,2024-12-19
"REZA PRABOWO, S.FARM","Gang Rawamangun No. 56, Ternate, KB 42261",+62 (0182) 068-7145,Zakat Pertanian,777791.5750000001,2024-07-08
TGK. BAKIADI WULANDARI,"Jl. Medokan Ayu No. 6, Cilegon, NT 26920",+62-0864-395-0538,Zakat Mal,1022494.3300000002,2023-08-19
WARSA HARYANTO,"Jl. Sadang Serang No. 26, Pekanbaru, SN 00624",+62-85-081-0756,Zakat Mal,603206.197,2024-11-21
"CUT PUSPA NATSIR, S.IP","Jl. Kapten Muslihat No. 71, Tangerang, DKI Jakarta 59972",+62-097-561-9881,Zakat Penghasilan,706035.5830000001,2023-09-03
FARHUNNISA SIREGAR,"Gg. Kapten Muslihat No. 7, Bontang, Sulawesi Selatan 21123",088 033 6797,Zakat Mal,563993.199,2023-12-06
"TGK. JULI SINAGA, S.E.","Gg. Stasiun Wonokromo No. 923, Tegal, SB 24902",089 910 4218,Zakat Perdagangan,838775.993,2023-06-14
"DRG. CAKRAWALA ZULAIKA, M.M.","Gang BKR No. 06, Manado, Sulawesi Tengah 35885",(0658) 198 3489,Zakat Mal,1019886.571,2023-12-17
SALIMAH PUSPASARI,"Gg. H.J Maemunah No. 63, Bengkulu, Papua Barat 05368",(0561) 745 4857,Zakat Penghasilan,487928.958,2024-04-03
"ZELDA ARDIANTO, S.GZ","Jalan R.E Martadinata No. 6, Mojokerto, DKI Jakarta 14607",+62 (0563) 735 3077,Zakat Fitrah,1081457.5750000002,2025-02-18
"MULYONO FIRGANTORO, S.E.","Jl. Kapten Muslihat No. 4, Subulussalam, Sulawesi Tengah 88302",+62-043-863-2155,Zakat Mal,116721.33000000002,2024-06-30
AYU PRADANA,"Jl. Pasir Koja No. 782, Langsa, Jawa Timur 12447",0816926619,Zakat Emas/Perak,134438.942,2024-08-21
DR. RADITYA NARPATI,"Gang Laswi No. 8, Lhokseumawe, KT 38880",+62 (20) 793-1111,Zakat Emas/Perak,210615.471,2023-11-23
"HENDRI WAHYUNI, M.PD","Gg. Kendalsari No. 0, Tual, BT 96059",+62 (27) 451 8225,Zakat Penghasilan,618879.008,2024-08-27
"R.A. MUTIA HASSANAH, M.PD","Gg. Cempaka No. 2, Pagaralam, JT 15570",+62 (372) 650-2187,Zakat Mal,660300.388,2024-01-23
"FATHONAH NAJMUDIN, M.AK","Jl. K.H. Wahid Hasyim No. 913, Lhokseumawe, Riau 49463",(0434) 539 4352,Zakat Penghasilan,48347.013000000006,2025-03-19
IAN MAHESWARA,"Gang Rungkut Industri No. 265, Pekalongan, Nusa Tenggara Barat 69636",+62 (094) 134 5052,Zakat Perdagangan,826436.545,2024-10-14
"AJENG WASITA, S.IP","Jalan Yos Sudarso No. 131, Padang, AC 36108",+62 (095) 241-3175,Zakat Pertanian,565682.2270000001,2025-02-22
"IR. NURUL WASTUTI, S.I.KOM","Gang Gardujati No. 569, Bekasi, SU 33740",081 728 9510,Zakat Fitrah,466145.592,2024-11-29
CAKRAJIYA FUJIATI,"Gang Jamika No. 528, Sungai Penuh, Nusa Tenggara Timur 32878",+62 (73) 826-8312,Zakat Penghasilan,508439.646,2023-05-09
"R. HALIMA NOVITASARI, S.GZ","Jl. Kendalsari No. 0, Tual, Maluku 15847",(0316) 468 9910,Zakat Perdagangan,270080.822,2024-01-30
DASA MANDASARI,"Jl. Cihampelas No. 7, Palembang, Lampung 20688",(046) 451 7643,Zakat Perdagangan,366718.0660000001,2023-09-22
TASWIR SUSANTI,"Jalan Kutisari Selatan No. 456, Probolinggo, SS 19604",+62-033-243-3007,Zakat Mal,703571.924,2024-12-26
KURNIA WIBOWO,"Gang W.R. Supratman No. 22, Bau-Bau, SG 62875",+62 (313) 022 7462,Zakat Perdagangan,420029.896,2024-07-03
OLIVA NAPITUPULU,"Gang Gedebage Selatan No. 66, Pekanbaru, Kalimantan Tengah 01842",+62-034-153-9898,Zakat Perdagangan,87697.137,2024-09-16
"DR. YESSI IRAWAN, S.H.","Gg. Bangka Raya No. 69, Pontianak, NB 60794",+62-0202-654-0616,Zakat Perdagangan,796761.361,2024-12-11
SAKTI NARPATI,"Jalan Ronggowarsito No. 1, Banda Aceh, BB 35626",(0100) 739-0239,Zakat Fitrah,166035.551,2024-10-19
VIOLET RAHMAWATI,"Jalan Gedebage Selatan No. 7, Pontianak, Kalimantan Tengah 76707",+62-43-823-4456,Zakat Perdagangan,69987.588,2025-04-03
MAYA ARYANI,"Gang Pasirkoja No. 5, Jayapura, SB 25740",+62 (02) 332 0879,Zakat Pertanian,157950.61700000003,2023-06-28
